"","nid","ev.num","time","status","start","stop","z","x","treat"
"88",9,8,360,0,0,360,0.844704668410122,0.254847109434195,0
"89",9,9,70.9897680586217,1,0,70.9897680586217,0.844704668410122,0.254847109434195,0
"90",9,10,275.706921096409,1,0,275.706921096409,0.844704668410122,0.254847109434195,0
"91",10,1,360,0,0,360,1.06446626316756,0.360544670373201,0
"92",10,2,22.4819456679358,1,0,22.4819456679358,1.06446626316756,0.360544670373201,0
"93",10,3,35.2256921680731,1,0,35.2256921680731,1.06446626316756,0.360544670373201,0
"94",10,4,360,0,0,360,1.06446626316756,0.360544670373201,0
"95",10,5,138.45001934751,1,0,138.45001934751,1.06446626316756,0.360544670373201,0
"96",10,6,31.9282303872619,1,0,31.9282303872619,1.06446626316756,0.360544670373201,0
"97",10,7,360,0,0,360,1.06446626316756,0.360544670373201,0
"98",10,8,1.37099010486412,1,0,1.37099010486412,1.06446626316756,0.360544670373201,0
"99",10,9,9.62315721293052,1,0,9.62315721293052,1.06446626316756,0.360544670373201,0
"100",10,10,166.861924760227,1,0,166.861924760227,1.06446626316756,0.360544670373201,0
"101",11,1,360,0,0,360,0.816389575041831,0.363392509403639,0
"102",11,2,41.9165999668329,1,0,41.9165999668329,0.816389575041831,0.363392509403639,0
"103",11,3,140.126691984313,1,0,140.126691984313,0.816389575041831,0.363392509403639,0
"104",11,4,83.8540270222178,1,0,83.8540270222178,0.816389575041831,0.363392509403639,0
"105",11,5,25.9461475918486,1,0,25.9461475918486,0.816389575041831,0.363392509403639,0
"106",11,6,360,0,0,360,0.816389575041831,0.363392509403639,0
"107",11,7,131.632472953973,1,0,131.632472953973,0.816389575041831,0.363392509403639,0
"108",11,8,21.0003664486301,1,0,21.0003664486301,0.816389575041831,0.363392509403639,0
"109",11,9,154.148492424013,1,0,154.148492424013,0.816389575041831,0.363392509403639,0
"110",11,10,34.4947403757129,1,0,34.4947403757129,0.816389575041831,0.363392509403639,0
"111",12,1,360,0,0,360,1.17748388145119,0.138386088889092,0
"112",12,2,226.874877206662,1,0,226.874877206662,1.17748388145119,0.138386088889092,0
"113",12,3,360,0,0,360,1.17748388145119,0.138386088889092,0
"114",12,4,310.233520750238,1,0,310.233520750238,1.17748388145119,0.138386088889092,0
"115",12,5,66.6644488909449,1,0,66.6644488909449,1.17748388145119,0.138386088889092,0
"116",12,6,360,0,0,360,1.17748388145119,0.138386088889092,0
"117",12,7,4.68244521142638,1,0,4.68244521142638,1.17748388145119,0.138386088889092,0
"118",12,8,115.586182873147,1,0,115.586182873147,1.17748388145119,0.138386088889092,0
"119",12,9,247.86052991466,1,0,247.86052991466,1.17748388145119,0.138386088889092,0
"120",12,10,114.505253107752,1,0,114.505253107752,1.17748388145119,0.138386088889092,0
"121",13,1,360,0,0,360,1.19250291865319,0.0529723186045885,0
"122",13,2,360,0,0,360,1.19250291865319,0.0529723186045885,0
"123",13,3,360,0,0,360,1.19250291865319,0.0529723186045885,0
"124",13,4,321.991783754348,1,0,321.991783754348,1.19250291865319,0.0529723186045885,0
"125",13,5,53.8175138911192,1,0,53.8175138911192,1.19250291865319,0.0529723186045885,0
"126",13,6,360,0,0,360,1.19250291865319,0.0529723186045885,0
"127",13,7,360,0,0,360,1.19250291865319,0.0529723186045885,0
"128",13,8,360,0,0,360,1.19250291865319,0.0529723186045885,0
"129",13,9,360,0,0,360,1.19250291865319,0.0529723186045885,0
"130",13,10,53.7836961733083,1,0,53.7836961733083,1.19250291865319,0.0529723186045885,0
"131",14,1,281.583249324211,1,0,281.583249324211,0.820467972382903,0.246614300413057,0
"132",14,2,360,0,0,360,0.820467972382903,0.246614300413057,0
"133",14,3,16.8800482141361,1,0,16.8800482141361,0.820467972382903,0.246614300413057,0
"134",14,4,59.5373867325071,1,0,59.5373867325071,0.820467972382903,0.246614300413057,0
"135",14,5,326.700175498307,1,0,326.700175498307,0.820467972382903,0.246614300413057,0
"136",14,6,81.4746051566665,1,0,81.4746051566665,0.820467972382903,0.246614300413057,0
"137",14,7,360,0,0,360,0.820467972382903,0.246614300413057,0
"138",14,8,360,0,0,360,0.820467972382903,0.246614300413057,0
"139",14,9,178.098429083276,1,0,178.098429083276,0.820467972382903,0.246614300413057,0
"140",14,10,118.9384563859,1,0,118.9384563859,0.820467972382903,0.246614300413057,0
"141",15,1,56.9961929220752,1,0,56.9961929220752,1.10076201586053,0.17798765108455,0
"142",15,2,22.215441719721,1,0,22.215441719721,1.10076201586053,0.17798765108455,0
"143",15,3,279.069820812494,1,0,279.069820812494,1.10076201586053,0.17798765108455,0
"144",15,4,74.4867917507418,1,0,74.4867917507418,1.10076201586053,0.17798765108455,0
"145",15,5,360,0,0,360,1.10076201586053,0.17798765108455,0
"146",15,6,294.543796183122,1,0,294.543796183122,1.10076201586053,0.17798765108455,0
"147",15,7,146.136502508091,1,0,146.136502508091,1.10076201586053,0.17798765108455,0
"148",15,8,222.746491608855,1,0,222.746491608855,1.10076201586053,0.17798765108455,0
"149",15,9,278.647501474166,1,0,278.647501474166,1.10076201586053,0.17798765108455,0
"150",15,10,8.99408538850238,1,0,8.99408538850238,1.10076201586053,0.17798765108455,0
"151",16,1,360,0,0,360,1.03999540694058,0.146923317341134,0
"152",16,2,360,0,0,360,1.03999540694058,0.146923317341134,0
"153",16,3,154.248649121712,1,0,154.248649121712,1.03999540694058,0.146923317341134,0
"154",16,4,36.5392383728518,1,0,36.5392383728518,1.03999540694058,0.146923317341134,0
"155",16,5,360,0,0,360,1.03999540694058,0.146923317341134,0
"156",16,6,188.439658097411,1,0,188.439658097411,1.03999540694058,0.146923317341134,0
"157",16,7,124.403001693631,1,0,124.403001693631,1.03999540694058,0.146923317341134,0
"158",16,8,20.6020844651698,1,0,20.6020844651698,1.03999540694058,0.146923317341134,0
"159",16,9,353.790285647514,1,0,353.790285647514,1.03999540694058,0.146923317341134,0
"160",16,10,70.158413793955,1,0,70.158413793955,1.03999540694058,0.146923317341134,0
"161",17,1,360,0,0,360,0.884323793184012,0.258751768153161,0
"162",17,2,111.417631800096,1,0,111.417631800096,0.884323793184012,0.258751768153161,0
"163",17,3,0.103019215320265,1,0,0.103019215320265,0.884323793184012,0.258751768153161,0
"164",17,4,360,0,0,360,0.884323793184012,0.258751768153161,0
"165",17,5,207.989671788019,1,0,207.989671788019,0.884323793184012,0.258751768153161,0
"166",17,6,360,0,0,360,0.884323793184012,0.258751768153161,0
"167",17,7,141.112166862331,1,0,141.112166862331,0.884323793184012,0.258751768153161,0
"168",17,8,57.6876161396824,1,0,57.6876161396824,0.884323793184012,0.258751768153161,0
"169",17,9,39.0571101512915,1,0,39.0571101512915,0.884323793184012,0.258751768153161,0
"170",17,10,6.99298481020678,1,0,6.99298481020678,0.884323793184012,0.258751768153161,0
"171",18,1,213.385700843363,1,0,213.385700843363,1.05473065795377,0.180926064494997,0
"172",18,2,176.41802734608,1,0,176.41802734608,1.05473065795377,0.180926064494997,0
"173",18,3,360,0,0,360,1.05473065795377,0.180926064494997,0
"174",18,4,278.594588619158,1,0,278.594588619158,1.05473065795377,0.180926064494997,0
"175",18,5,145.841688533509,1,0,145.841688533509,1.05473065795377,0.180926064494997,0
"176",18,6,360,0,0,360,1.05473065795377,0.180926064494997,0
"177",18,7,250.478150635066,1,0,250.478150635066,1.05473065795377,0.180926064494997,0
"178",18,8,329.196413331208,1,0,329.196413331208,1.05473065795377,0.180926064494997,0
"179",18,9,277.880382299006,1,0,277.880382299006,1.05473065795377,0.180926064494997,0
"180",18,10,316.992842165845,1,0,316.992842165845,1.05473065795377,0.180926064494997,0
"181",19,1,360,0,0,360,1.17172842631117,0.38612277014181,0
"182",19,2,360,0,0,360,1.17172842631117,0.38612277014181,0
"183",19,3,360,0,0,360,1.17172842631117,0.38612277014181,0
"184",19,4,96.1748410216697,1,0,96.1748410216697,1.17172842631117,0.38612277014181,0
"185",19,5,50.3755930524351,1,0,50.3755930524351,1.17172842631117,0.38612277014181,0
"186",19,6,122.747293508336,1,0,122.747293508336,1.17172842631117,0.38612277014181,0
"187",19,7,0.297625880935862,1,0,0.297625880935862,1.17172842631117,0.38612277014181,0
"188",19,8,219.227625095116,1,0,219.227625095116,1.17172842631117,0.38612277014181,0
"189",19,9,25.6776579222458,1,0,25.6776579222458,1.17172842631117,0.38612277014181,0
"190",19,10,140.635389052726,1,0,140.635389052726,1.17172842631117,0.38612277014181,0
"191",20,1,275.570018020735,1,0,275.570018020735,1.00395310511813,0.387794308131561,0
"192",20,2,272.552823888096,1,0,272.552823888096,1.00395310511813,0.387794308131561,0
"193",20,3,74.4127290505773,1,0,74.4127290505773,1.00395310511813,0.387794308131561,0
"194",20,4,132.701678945437,1,0,132.701678945437,1.00395310511813,0.387794308131561,0
"195",20,5,360,0,0,360,1.00395310511813,0.387794308131561,0
"196",20,6,264.242595459901,1,0,264.242595459901,1.00395310511813,0.387794308131561,0
"197",20,7,360,0,0,360,1.00395310511813,0.387794308131561,0
"198",20,8,360,0,0,360,1.00395310511813,0.387794308131561,0
"199",20,9,360,0,0,360,1.00395310511813,0.387794308131561,0
"200",20,10,45.6220865137759,1,0,45.6220865137759,1.00395310511813,0.387794308131561,0
"201",21,1,360,0,0,360,1.04795095948502,0.357790518784896,0
"202",21,2,360,0,0,360,1.04795095948502,0.357790518784896,0
"203",21,3,234.645676411566,1,0,234.645676411566,1.04795095948502,0.357790518784896,0
"204",21,4,251.832296522115,1,0,251.832296522115,1.04795095948502,0.357790518784896,0
"205",21,5,332.430633671144,1,0,332.430633671144,1.04795095948502,0.357790518784896,0
"206",21,6,217.992810736192,1,0,217.992810736192,1.04795095948502,0.357790518784896,0
"207",21,7,53.1092259322842,1,0,53.1092259322842,1.04795095948502,0.357790518784896,0
"208",21,8,360,0,0,360,1.04795095948502,0.357790518784896,0
"209",21,9,34.3852793757392,1,0,34.3852793757392,1.04795095948502,0.357790518784896,0
"210",21,10,94.9462794263795,1,0,94.9462794263795,1.04795095948502,0.357790518784896,0
"211",22,1,12.3504987117444,1,0,12.3504987117444,1.07914807777852,0.305283659137785,0
"212",22,2,360,0,0,360,1.07914807777852,0.305283659137785,0
"213",22,3,360,0,0,360,1.07914807777852,0.305283659137785,0
"214",22,4,204.356010086685,1,0,204.356010086685,1.07914807777852,0.305283659137785,0
"215",22,5,360,0,0,360,1.07914807777852,0.305283659137785,0
"216",22,6,360,0,0,360,1.07914807777852,0.305283659137785,0
"217",22,7,215.495965000797,1,0,215.495965000797,1.07914807777852,0.305283659137785,0
"218",22,8,360,0,0,360,1.07914807777852,0.305283659137785,0
"219",22,9,139.76564989869,1,0,139.76564989869,1.07914807777852,0.305283659137785,0
"220",22,10,36.2968312117983,1,0,36.2968312117983,1.07914807777852,0.305283659137785,0
"221",23,1,360,0,0,360,1.1608002429828,0.191316254087724,0
"222",23,2,73.4666347351094,1,0,73.4666347351094,1.1608002429828,0.191316254087724,0
"223",23,3,6.32484657797191,1,0,6.32484657797191,1.1608002429828,0.191316254087724,0
"224",23,4,13.744501908909,1,0,13.744501908909,1.1608002429828,0.191316254087724,0
"225",23,5,238.510232552923,1,0,238.510232552923,1.1608002429828,0.191316254087724,0
"226",23,6,113.087065933326,1,0,113.087065933326,1.1608002429828,0.191316254087724,0
"227",23,7,360,0,0,360,1.1608002429828,0.191316254087724,0
"228",23,8,45.6337731392548,1,0,45.6337731392548,1.1608002429828,0.191316254087724,0
"229",23,9,85.4738878328111,1,0,85.4738878328111,1.1608002429828,0.191316254087724,0
"230",23,10,30.5882847105434,1,0,30.5882847105434,1.1608002429828,0.191316254087724,0
"231",24,1,360,0,0,360,1.02332266522571,0.272387476172298,0
"232",24,2,150.656888037074,1,0,150.656888037074,1.02332266522571,0.272387476172298,0
"233",24,3,241.810194997159,1,0,241.810194997159,1.02332266522571,0.272387476172298,0
"234",24,4,164.718021186367,1,0,164.718021186367,1.02332266522571,0.272387476172298,0
"235",24,5,99.2389816230373,1,0,99.2389816230373,1.02332266522571,0.272387476172298,0
"236",24,6,360,0,0,360,1.02332266522571,0.272387476172298,0
"237",24,7,185.096537165663,1,0,185.096537165663,1.02332266522571,0.272387476172298,0
"238",24,8,42.338767953447,1,0,42.338767953447,1.02332266522571,0.272387476172298,0
"239",24,9,205.243356593291,1,0,205.243356593291,1.02332266522571,0.272387476172298,0
"240",24,10,5.63355743320118,1,0,5.63355743320118,1.02332266522571,0.272387476172298,0
"241",25,1,67.1223474177935,1,0,67.1223474177935,1.14576401030645,0.446956713101827,0
"242",25,2,161.068749148199,1,0,161.068749148199,1.14576401030645,0.446956713101827,0
"243",25,3,7.42143455351064,1,0,7.42143455351064,1.14576401030645,0.446956713101827,0
"244",25,4,25.6011120796606,1,0,25.6011120796606,1.14576401030645,0.446956713101827,0
"245",25,5,259.253311584062,1,0,259.253311584062,1.14576401030645,0.446956713101827,0
"246",25,6,360,0,0,360,1.14576401030645,0.446956713101827,0
"247",25,7,360,0,0,360,1.14576401030645,0.446956713101827,0
"248",25,8,360,0,0,360,1.14576401030645,0.446956713101827,0
"249",25,9,7.01259781564185,1,0,7.01259781564185,1.14576401030645,0.446956713101827,0
"250",25,10,6.34949533693036,1,0,6.34949533693036,1.14576401030645,0.446956713101827,0
"251",26,1,360,0,0,360,1.00539209311828,0.189437254564837,0
"252",26,2,82.8187087814882,1,0,82.8187087814882,1.00539209311828,0.189437254564837,0
"253",26,3,261.427190367927,1,0,261.427190367927,1.00539209311828,0.189437254564837,0
"254",26,4,216.761869445514,1,0,216.761869445514,1.00539209311828,0.189437254564837,0
"255",26,5,239.640214839524,1,0,239.640214839524,1.00539209311828,0.189437254564837,0
"256",26,6,360,0,0,360,1.00539209311828,0.189437254564837,0
"257",26,7,360,0,0,360,1.00539209311828,0.189437254564837,0
"258",26,8,360,0,0,360,1.00539209311828,0.189437254564837,0
"259",26,9,54.5815268678088,1,0,54.5815268678088,1.00539209311828,0.189437254564837,0
"260",26,10,84.1906448613838,1,0,84.1906448613838,1.00539209311828,0.189437254564837,0
"261",27,1,360,0,0,360,1.03524030614644,0.245236045797355,0
"262",27,2,360,0,0,360,1.03524030614644,0.245236045797355,0
"263",27,3,84.2240099640318,1,0,84.2240099640318,1.03524030614644,0.245236045797355,0
"264",27,4,360,0,0,360,1.03524030614644,0.245236045797355,0
"265",27,5,244.37341992465,1,0,244.37341992465,1.03524030614644,0.245236045797355,0
"266",27,6,257.0713962564,1,0,257.0713962564,1.03524030614644,0.245236045797355,0
"267",27,7,45.7023779512966,1,0,45.7023779512966,1.03524030614644,0.245236045797355,0
"268",27,8,140.962326732798,1,0,140.962326732798,1.03524030614644,0.245236045797355,0
"269",27,9,70.4400509353561,1,0,70.4400509353561,1.03524030614644,0.245236045797355,0
"270",27,10,360,0,0,360,1.03524030614644,0.245236045797355,0
"271",28,1,185.719309697539,1,0,185.719309697539,1.02260309522972,0.326789733371697,0
"272",28,2,317.193519135597,1,0,317.193519135597,1.02260309522972,0.326789733371697,0
"273",28,3,360,0,0,360,1.02260309522972,0.326789733371697,0
"274",28,4,232.031818635554,1,0,232.031818635554,1.02260309522972,0.326789733371697,0
"275",28,5,103.809591822192,1,0,103.809591822192,1.02260309522972,0.326789733371697,0
"276",28,6,207.625839392501,1,0,207.625839392501,1.02260309522972,0.326789733371697,0
"277",28,7,360,0,0,360,1.02260309522972,0.326789733371697,0
"278",28,8,28.5181982972395,1,0,28.5181982972395,1.02260309522972,0.326789733371697,0
"279",28,9,59.0944069822602,1,0,59.0944069822602,1.02260309522972,0.326789733371697,0
"280",28,10,149.947787376552,1,0,149.947787376552,1.02260309522972,0.326789733371697,0
"281",29,1,228.882900471153,1,0,228.882900471153,1.16870797649026,0.180626806104556,0
"282",29,2,209.173817283025,1,0,209.173817283025,1.16870797649026,0.180626806104556,0
"283",29,3,82.1795759403533,1,0,82.1795759403533,1.16870797649026,0.180626806104556,0
"284",29,4,128.718022168619,1,0,128.718022168619,1.16870797649026,0.180626806104556,0
"285",29,5,75.8368418447163,1,0,75.8368418447163,1.16870797649026,0.180626806104556,0
"286",29,6,360,0,0,360,1.16870797649026,0.180626806104556,0
"287",29,7,214.754096078383,1,0,214.754096078383,1.16870797649026,0.180626806104556,0
"288",29,8,58.777920246707,1,0,58.777920246707,1.16870797649026,0.180626806104556,0
"289",29,9,218.801416284583,1,0,218.801416284583,1.16870797649026,0.180626806104556,0
"290",29,10,185.779742548555,1,0,185.779742548555,1.16870797649026,0.180626806104556,0
"291",30,1,360,0,0,360,1.08018426522613,0.0457057794556022,0
"292",30,2,103.372019231523,1,0,103.372019231523,1.08018426522613,0.0457057794556022,0
"293",30,3,350.173737718884,1,0,350.173737718884,1.08018426522613,0.0457057794556022,0
"294",30,4,314.834080541382,1,0,314.834080541382,1.08018426522613,0.0457057794556022,0
"295",30,5,62.2982718395485,1,0,62.2982718395485,1.08018426522613,0.0457057794556022,0
"296",30,6,360,0,0,360,1.08018426522613,0.0457057794556022,0
"297",30,7,360,0,0,360,1.08018426522613,0.0457057794556022,0
"298",30,8,23.7935631511919,1,0,23.7935631511919,1.08018426522613,0.0457057794556022,0
"299",30,9,212.671056823587,1,0,212.671056823587,1.08018426522613,0.0457057794556022,0
"300",30,10,194.538671237557,1,0,194.538671237557,1.08018426522613,0.0457057794556022,0
"301",31,1,50.8723610269103,1,0,50.8723610269103,0.928683745954186,0.357987719587982,0
"302",31,2,222.020384760926,1,0,222.020384760926,0.928683745954186,0.357987719587982,0
"303",31,3,81.7373113499278,1,0,81.7373113499278,0.928683745954186,0.357987719587982,0
"304",31,4,105.715158965487,1,0,105.715158965487,0.928683745954186,0.357987719587982,0
"305",31,5,1.92903302379317,1,0,1.92903302379317,0.928683745954186,0.357987719587982,0
"306",31,6,209.275421806772,1,0,209.275421806772,0.928683745954186,0.357987719587982,0
"307",31,7,5.03532015191213,1,0,5.03532015191213,0.928683745954186,0.357987719587982,0
"308",31,8,360,0,0,360,0.928683745954186,0.357987719587982,0
"309",31,9,217.592389381534,1,0,217.592389381534,0.928683745954186,0.357987719587982,0
"310",31,10,0.389114182057812,1,0,0.389114182057812,0.928683745954186,0.357987719587982,0
"311",32,1,97.5624924702489,1,0,97.5624924702489,1.02413991428912,0.046739305369556,0
"312",32,2,360,0,0,360,1.02413991428912,0.046739305369556,0
"313",32,3,122.218262001378,1,0,122.218262001378,1.02413991428912,0.046739305369556,0
"314",32,4,155.941819641579,1,0,155.941819641579,1.02413991428912,0.046739305369556,0
"315",32,5,158.613835892581,1,0,158.613835892581,1.02413991428912,0.046739305369556,0
"316",32,6,116.671917697946,1,0,116.671917697946,1.02413991428912,0.046739305369556,0
"317",32,7,20.1974379636179,1,0,20.1974379636179,1.02413991428912,0.046739305369556,0
"318",32,8,220.870168155201,1,0,220.870168155201,1.02413991428912,0.046739305369556,0
"319",32,9,158.84742167783,1,0,158.84742167783,1.02413991428912,0.046739305369556,0
"320",32,10,38.5710288954073,1,0,38.5710288954073,1.02413991428912,0.046739305369556,0
"321",33,1,223.583200724872,1,0,223.583200724872,1.06474659452215,0.144547449308448,0
"322",33,2,360,0,0,360,1.06474659452215,0.144547449308448,0
"323",33,3,83.0463162446651,1,0,83.0463162446651,1.06474659452215,0.144547449308448,0
"324",33,4,57.4735570421938,1,0,57.4735570421938,1.06474659452215,0.144547449308448,0
"325",33,5,60.0379689189076,1,0,60.0379689189076,1.06474659452215,0.144547449308448,0
"326",33,6,360,0,0,360,1.06474659452215,0.144547449308448,0
"327",33,7,360,0,0,360,1.06474659452215,0.144547449308448,0
"328",33,8,360,0,0,360,1.06474659452215,0.144547449308448,0
"329",33,9,360,0,0,360,1.06474659452215,0.144547449308448,0
"330",33,10,14.2089825018751,1,0,14.2089825018751,1.06474659452215,0.144547449308448,0
"331",34,1,15.916846735098,0,0,15.916846735098,1.1770309433341,0.0892947221873328,0
"332",34,2,15.916846735098,0,0,15.916846735098,1.1770309433341,0.0892947221873328,0
"333",34,3,15.916846735098,0,0,15.916846735098,1.1770309433341,0.0892947221873328,0
"334",34,4,15.916846735098,0,0,15.916846735098,1.1770309433341,0.0892947221873328,0
"335",34,5,15.916846735098,0,0,15.916846735098,1.1770309433341,0.0892947221873328,0
"336",34,6,15.916846735098,0,0,15.916846735098,1.1770309433341,0.0892947221873328,0
"337",34,7,15.916846735098,0,0,15.916846735098,1.1770309433341,0.0892947221873328,0
"338",34,8,15.916846735098,0,0,15.916846735098,1.1770309433341,0.0892947221873328,0
"339",34,9,15.916846735098,0,0,15.916846735098,1.1770309433341,0.0892947221873328,0
"340",34,10,15.916846735098,0,0,15.916846735098,1.1770309433341,0.0892947221873328,0
"341",35,1,360,0,0,360,1.06681733755395,0.160674843005836,0
